ticket_id,description,category,priority
PR-0175,I need my final transcript urgently as I am applying for a Master's program abroad and the application portal closes today. Please look into this.,Transcript,High
TCK-0159,Sir I submitted my degree application form but have not received any confirmation email. Please confirm receipt. Roll No: F24BBSIT6M6573,Degree,Medium
PR-1108,"Sir, my admission abroad will be cancelled by Friday unless I submit my original degree, and it has been stuck in processing for over a month despite paying the urgent fee. Awaiting your response.",Degree,Critical
PR-1505,Could you correct my program preference on my admission application from LLB (5 Years) to MBA?,Admission,Medium
PR-0114,"Sir, the clearance module of the portal has been throwing a server error for over a week, and I cannot proceed with a task due tomorrow. Kindly help.",Portal Technical Issue,High
TCK-0249,"There isn't any option to change our picture. The picture we click while getting admission is not so good and sometimes due to rush at admission cell, the picture clicked isn't so good. Can you please add a feature to upload a new picture from the MyIUB ?? Further, the exact same picture that is clicked on admission time is displayed on the student card which looks odd when we print out our cards. So in order to handle that as well. Can you please enable a student to upload his picture through the MyIUB ??",Profile Update,Low
PR-0042,"Dear concerned team, the entire university portal has been completely down for all students and staff since last night, and by Friday is the deadline for semester registration with no announced extension.",Portal Technical Issue,Critical
PR-0845,"Sir, the entire university portal has been completely down for all students and staff since last night, and by Friday is the deadline for semester registration with no announced extension. Kindly advise.",Portal Technical Issue,Critical
PR-0087,"Sir, several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases. Kindly help.",Portal Technical Issue,Critical
TCK-0359,"My name on my degree does not match my CNIC due to a typo, and this mismatch is now blocking my HEC attestation submission which has a deadline this week. Roll No: F24BBSMATH6M2983",Name Correction,High
PR-0036,"Hi, i want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened?",Complaint,Medium
PR-0860,I am unable to update my biography and professional links on my profile page; the save button does not seem to work. Awaiting your response.,Profile Update,Medium
PR-1234,"Dear concerned team, i would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Thank you.",Complaint,Medium
PR-1178,"Respected Sir/Madam, the projector in the the Admissions Office lecture hall at Bahawalpur City Campus has not been working for a couple of weeks; could this be repaired? Regards.",Infrastructure / Maintenance,Medium
TCK-0279,I have applied for my MS allowance with adjustment of its arriers against the excess amount being deducted from my salary.. You are requested to please let me know in case any further information required. 03216810025,Employee Services,Medium
PR-0094,The notification bell on my dashboard shows a count but clicking it does not open any notifications. Kindly advise.,Portal Technical Issue,Medium
TCK-0013,"My provident fund withdrawal request, submitted for a medical emergency, has been pending approval for about a week with no update.",Employee Services,High
PR-1074,"Sir, my HEC degree attestation application has been stuck pending university verification for about a week, and my attestation appointment is in two days.",Certificate / Verification,High
PR-1435,"Sir, could you confirm the status of my scholarship application submitted over a week ago? Please look into this.",Scholarship,Medium
PR-0952,There is a spelling mistake in my name on my student portal record; my correct name is Danish Ali. Could this be corrected?,Name Correction,Medium
PR-1118,"Hi, i paid my urgent degree processing fee of Rs. 9,600 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is this week. Kindly advise.",Fee & Challan,Critical
PR-0471,"Respected Sir/Madam, my visa application will be rejected if I do not submit a verified degree equivalence certificate by this week, and the verification office has stopped responding entirely. Kindly help.",Certificate / Verification,Critical
TCK-0001,"My uploaded thesis file keeps getting corrupted after upload and cannot be opened by the reviewing faculty, delaying my submission close to the deadline. Roll No: S23BBSCS4M5982",Portal Technical Issue,High
TCK-0232,"My MyIUB account has been completely locked for two weeks after a failed password reset, and I am unable to submit my thesis-related forms before the deadline this week. Roll No: F23BBECON2M5952",Account & Login,High
TCK-0274,I have applied for adjustment of MS allowance arrears against an excess amount deducted from my salary. Kindly confirm if any further information is required. Contact: 0316395999,Employee Services,Medium
PR-0679,"My transcript request has been pending for a couple of days despite the fee being paid, and I need it for a scholarship submission tomorrow. Thank you.",Transcript,High
TCK-0373,English proficiency letter,Other,Low
TCK-0323,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: S25BMBA1M7232",Profile Update,High
TCK-0283,"Saqlain Ahmad 1441 BSEEN 4th Sem 7M I wish to get my 'Computer Architecture & Assembly Language' exam paper Rechecked. I sincerely believe there has been some mistake, because this was a subject I prepared for. I prepared all the practical work as well. I did all the assignments & never missed a single class.",Examination,Medium
PR-0594,"Dear concerned team, by mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly?",Clearance,Medium
PR-0059,"Kindly note: I am filing an urgent complaint that despite an official refund approval of Rs. 12,000 on record, the accounts office has still not released the funds, and I cannot pay this week's non-negotiable admission deadline fee without it. Awaiting your response.",Complaint,Critical
TCK-0231,"I am writing on behalf of our entire batch of MBA HEC need-based scholarship recipients — the final installment has not been paid for over two years despite repeated complaints, and several of us are now unable to complete our clearance for graduation because of unpaid dues. Rahim Yar Khan Campus",Scholarship,Critical
PR-0044,Kindly note: Could you correct my program preference on my admission application from BS Physical Education & Sports Sciences to BS Computer Science?,Admission,Medium
PR-0686,"Kindly note: My leave of absence request for a medical situation has not been approved yet, and my semester fee deadline, which depends on this approval, is by tomorrow morning. Kindly help.",Other,High
PR-0131,"Hi, could you guide me on the process to apply for a semester leave of absence for personal reasons?",Other,Medium
PR-0574,"Sir, my thesis defense is within 24 hours and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Thank you.",Thesis,Critical
PR-0793,Kindly note: What is the normal degree processing time for BS Mathematics graduates? Thank you.,Degree,Low
TCK-0102,"This is an urgent request: my medical emergency leave approval is required today, otherwise I will be marked absent for a critical examination happening in two hours. Roll No: F23BLLB7M6724",Other,Critical
PR-1120,"Sir, what is the normal degree processing time for BS Economics graduates? Regards.",Degree,Low
TCK-0191,"Sir mera account login nahi ho raha, password reset bhi kaam nahi kar raha. Roll no S23BPHD6M9041.",Account & Login,Medium
PR-0151,"Respected Sir/Madam, could you confirm the status of my scholarship application submitted over a week ago? Please look into this.",Scholarship,Medium
TCK-0037,"The result was announced on 1 july, i improved 3 subjects, Artificial intelligence, Architecture and FYP-I However Ai and Architecture have been verified/acknowledged on my transcript But FYP-I is yet to be verified and It’s been many days. I have been awarded a scholarship so i need an original transcript. Which i can’t get until my result is acknowledged Kindly please check and help me i am very stressed Name: Aadil Ali - Roll Number / Registration Number: S22BDOCS1M01022 - Department: BS Computer Science - Session: Spring 2022",Result,High
PR-0790,"Respected Sir/Madam, i am writing on behalf of the entire batch of BS Agriculture scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it.",Scholarship,Critical
PR-0556,"My name correction request has been pending for several weeks, and it is now blocking my degree printing needed before in two days. Please look into this.",Name Correction,High
TCK-0436,"The portal has repeatedly logged me into another student's account by mistake, exposing their private data and blocking my own access. Kindly fix urgently.",Portal Technical Issue,High
TCK-0116,My registered course list is missing one elective that I selected during registration week. Roll No: S24BBSEEN4M2442,Course Registration,Medium
PR-0207,"Dear concerned team, my result shows an F grade in English Composition that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled by tomorrow morning. Please look into this.",Result,High
PR-1399,"I keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being by Friday. Kindly help.",Account & Login,High
TCK-0366,I am doing my MPhil and due to a domestic issue I want to freeze my current semester registration. Kindly guide me on the process.,Course Registration,Medium
TCK-0012,Please give me my transcript,Transcript,Low
TCK-0462,Kindly change my registered email address on my account as I no longer have access to the old one. Roll No: F23BBPESS6M7046,Account & Login,Medium
PR-1407,"My credit transfer approval, required within 24 hours to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week. Please look into this.",Other,Critical
PR-0973,"Sir, my urgent degree application has been under 'review' for a couple of days even though I paid the urgent fee, and I need it for a job offer that requires verification by Friday. Awaiting your response.",Degree,High
PR-0147,"Respected Sir/Madam, i would like to know how to request a change of campus from Baghdad-ul-Jadeed Campus to another campus. Kindly advise.",Other,Medium
TCK-0103,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for MBA start this week. Kindly expedite verification urgently.",Admission,High
PR-0413,What is the eligibility criteria for the merit-based scholarship? Kindly help.,Scholarship,Low
TCK-0286,Kindly issue my examination admit card as it is not showing on the portal yet. Roll No: F20BBPESS6M5891,Examination,Medium
PR-0993,"Kindly note: There is a clear discrepancy between my award list and my final result on the portal for 4 subjects, and I need this corrected before my transcript request this week. Thank you.",Result,High
PR-1345,"The fee payment gateway on the portal is throwing a fatal error for every single student today, which is the last date for semester fee submission without penalty. Regards.",Portal Technical Issue,Critical
PR-0395,"The result module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due today. Please look into this.",Portal Technical Issue,High
PR-0266,"Respected Sir/Madam, there is a spelling mistake in my name on my student portal record; my correct name is Imran Sarwar. Could this be corrected? Regards.",Name Correction,Medium
PR-1480,"Sir, the Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked? Thank you.",Infrastructure / Maintenance,Medium
PR-0050,How can I generate a new fee challan for the semester?,Fee & Challan,Low
PR-0026,"Respected Sir/Madam, i am escalating a critical complaint on behalf of my entire batch — none of our clearance requests have been processed for more than two months, and our convocation, requiring proof of clearance, is by tomorrow morning. Regards.",Complaint,Critical
PR-1459,"Sir, i need an official letter of recommendation urgently for a scholarship application closing by Friday, and my department has not responded to my request from over a week ago. Regards.",Other,High
TCK-0200,"I need an official letter of recommendation urgently for a scholarship application closing in two days, and my department has not responded to my request submitted over a month ago. Roll No: S22BBDOCS1M7484",Other,High
PR-1082,"Dear concerned team, i was declared eligible on the merit list for BS Software Engineering but my admission fee challan is not generating, and within 24 hours is the last date to pay and confirm my seat. Thank you.",Admission,High
PR-0657,"My urgent degree application has been under 'review' for over a week even though I paid the urgent fee, and I need it for a job offer that requires verification tomorrow. Kindly help.",Degree,High
PR-0275,How many credit hours can I generally register for in a normal semester?,Course Registration,Low
TCK-0003,My semester fee unpaid chalan not shown on portal. Please resolve this issue for payment of remaining semester fees,Fee & Challan,Medium
PR-1154,"Is there a way to change my profile picture on the portal, just curious about the option? Kindly advise.",Profile Update,Low
PR-0605,"I have a visa interview in two days and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Awaiting your response.",Employee Services,Critical
PR-1222,"My transcript request submitted about a week ago is still pending, and I would like an update on the expected completion date. Thank you.",Transcript,Medium
TCK-0124,I have applied for adjustment of MS allowance arrears against an excess amount deducted from my salary. Kindly confirm if any further information is required. Contact: 0355684858,Employee Services,Medium
PR-0206,"Hi, what documents are generally required for the final clearance process?",Clearance,Low
PR-0994,"My admission at a foreign university will be cancelled if I do not submit my original transcript by in two days, and the transcript office has not responded to my repeated requests.",Transcript,Critical
TCK-0115,What is the last date for semester fee submission this term?,Fee & Challan,Low
PR-1509,"My transcript request has been pending for over a week despite the fee being paid, and I need it for a scholarship submission today. Please look into this.",Transcript,High
TCK-0082,Is the result declaration date fixed yet for this semester?,Result,Low
PR-0982,"Respected Sir/Madam, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it?",Account & Login,Medium
PR-0065,"The result module of the portal has been throwing a server error for a couple of days, and I cannot proceed with a task due within 24 hours. Kindly advise.",Portal Technical Issue,High
PR-0012,"Kindly note: It has been several weeks since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start by Friday. Please look into this.",Degree,High
PR-0501,"Kindly note: There is a clear discrepancy between my award list and my final result on the portal for 4 subjects, and I need this corrected before my transcript request in two days. Thank you.",Result,High
PR-0723,"Sir, my embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued. Awaiting your response.",Degree,Critical
PR-1514,"Dear concerned team, i need an official letter of recommendation urgently for a scholarship application closing this week, and my department has not responded to my request from a couple of days ago. Regards.",Other,High
PR-1494,Kindly note: What is the normal degree processing time for MS Electrical Power Engineering graduates? Kindly help.,Degree,Low
PR-1301,"Sir, could you guide me on the process to apply for a semester leave of absence for personal reasons? Kindly help.",Other,Medium
TCK-0078,"I paid my semester fee of Rs. 22,000 via JazzCash on 14 July 2026 and the amount has been deducted from my account, but the portal still shows the challan as 'Expired'/'Pending'. Kindly verify from the bank ledger urgently. Roll No: S22BBSCS5M5033",Fee & Challan,High
PR-1176,"My transcript request has been pending for about a week despite the fee being paid, and I need it for a scholarship submission today. Regards.",Transcript,High
PR-0191,One of my course results is missing from my transcript page while the rest are showing correctly. Thank you.,Result,Medium
PR-1323,"Hi, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Please look into this.",Account & Login,Medium
PR-0353,"Dear concerned team, today is the absolute last date for admission fee submission for BS Physical Education & Sports Sciences, and the online payment gateway has been down since this morning for every single applicant on the merit list. Regards.",Admission,Critical
PR-0162,"Dear concerned team, my account keeps logging me out automatically every few minutes, which is a bit inconvenient when filling out forms. Thank you.",Account & Login,Medium
PR-1054,"Hi, there is a clear discrepancy between my award list and my final result on the portal for 2 subjects, and I need this corrected before my transcript request in two days. Please look into this.",Result,High
TCK-0455,There is a clear discrepancy between my award list and my final result on the portal — several subjects show lower marks than what I actually secured. Kindly review urgently. Roll No: S22BBDATS3M8579,Result,High
TCK-0450,"It is respectfully submitted that the telephone line of the Department of English, Baghdad-ul-Jadeed Campus (Phone No. 065-3488628) is not functioning, and this is adversely affecting the ongoing admission campaign as applicants cannot reach us. Kindly repair urgently.",Infrastructure / Maintenance,High
PR-1097,"Hi, how do I log out of the portal properly on a shared computer? Thank you.",Account & Login,Low
PR-1140,"Dear concerned team, is there a mobile app version of the portal available, just curious? Please look into this.",Portal Technical Issue,Low
PR-1160,"My scholarship-covered fee challan is still showing unpaid even though the scholarship office confirmed disbursement over a week ago, and a late fee surcharge starts this week. Regards.",Fee & Challan,High
PR-0464,"Kindly note: My account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being this week. Awaiting your response.",Account & Login,Critical
PR-0019,"I am escalating a critical complaint on behalf of my entire batch — none of our clearance requests have been processed for over a month, and our convocation, requiring proof of clearance, is by Friday. Kindly help.",Complaint,Critical
PR-1433,Could you confirm the status of my scholarship application submitted about a week ago? Thank you.,Scholarship,Medium
PR-1173,"Sir, just wanted to confirm the standard leave application process for staff. Kindly help.",Employee Services,Low
PR-0669,"Hi, just wanted to confirm the general examination fee amount for this term. Kindly advise.",Examination,Low
PR-0751,"Kindly note: I have been awarded a compartment in Microbiology despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review tomorrow. Please look into this.",Examination,High
TCK-0070,Please confirm whether my admission documents (matric and intermediate certificates) were successfully received.,Admission,Medium
PR-1411,"Hi, what is the normal degree processing time for PhD Management Sciences graduates?",Degree,Low
TCK-0045,"Subject: Request for Re-Generation of Degree Fee Challan under Spouse Quota Respected Sir, It is respectfully submitted that, as per the attached certificate, I am eligible to avail the Spouse Quota concession for the payment of the Normal Degree Fee. However, a degree fee challan amounting to Rs. 5,000/- has already been generated on my IUB E-Portal against my CNIC No. 31202-1108025-4 under the normal category instead of the applicable spouse quota. It is, therefore, requested that the already generated challan may kindly be cancelled, and the concerned Challan Generation Section may be directed to re-generate the degree fee challan in accordance with the Spouse Quota, as supported by the enclosed certificate. Your kind consideration and early action in this matter shall be highly appreciated. SHAHIDA SHAHEEN MPHIL SOFTWARE ENGINEERING SESSION (2022-2024)",Fee & Challan,Medium
TCK-0316,My HEC degree attestation application is currently stuck at 'Submitted by UFP' status and is pending online verification from the university for two weeks. HEC cannot proceed without this verification. Roll No: S24BBSCS4M7038,Certificate / Verification,High
PR-0132,Could you confirm receipt of the documents I submitted for my degree equivalence certification? Thank you.,Certificate / Verification,Medium
PR-0617,"Dear concerned team, small feedback: the waiting area could use a bit more seating, just a general comment. Kindly help.",Complaint,Low
TCK-0196,What documents are required for the final clearance process?,Clearance,Low
PR-0555,"Respected Sir/Madam, i have a supply in English Composition but the Course Repeat option does not show this subject; could it be enabled? Kindly help.",Course Registration,Medium
PR-0116,"Respected Sir/Madam, how can employees generally check their leave balance? Kindly advise.",Employee Services,Low
PR-1289,"Dear concerned team, my registered course list is missing one elective that I selected during registration week; could this be added back? Thank you.",Course Registration,Medium
TCK-0181,"My credit transfer approval, required today to secure my admission abroad before their deadline expires tonight, has still not been processed despite repeated urgent requests. Roll No: F25BBAGRI3M3754",Other,Critical
TCK-0161,My comprehensive exam date is missing from my record; kindly update it so I can proceed. Roll No: S24BBMEDS3M6446,Examination,Medium
PR-1334,My 4th semester result is not showing on the portal even though the declaration date has passed. Please look into this.,Result,Medium
PR-0294,"Hi, how many credit hours can I generally register for in a normal semester?",Course Registration,Low
PR-0966,"Just a minor suggestion: the response templates could be a bit more personalized, nothing urgent. Thank you.",Complaint,Low
PR-0856,"A major water leakage has flooded part of the server room at Baghdad-ul-Jadeed Campus, threatening to permanently damage critical IT infrastructure for the whole university.",Infrastructure / Maintenance,Critical
PR-1089,The thesis submission deadline is this week at midnight and the upload button has been completely non-functional for our entire batch since this afternoon.,Thesis,Critical
TCK-0265,Kindly confirm whether my thesis proposal has been forwarded to the board for approval. Roll No: F23BMBA1M8110,Thesis,Medium
PR-0048,"Kindly note: I was awarded the scholarship shown on my portal, but I have not received any update on the disbursement schedule yet. Kindly help.",Scholarship,Medium
PR-0233,"Kindly note: I have a visa interview this week and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Awaiting your response.",Employee Services,Critical
PR-0766,"Dear concerned team, i'd like to request re-generation of my degree fee challan as it was created under the wrong fee category. Please look into this.",Degree,Medium
PR-1346,"Respected Sir/Madam, my credit transfer approval, required by tomorrow morning to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week.",Other,Critical
PR-0260,"Hi, could you guide me on the process to apply for a semester leave of absence for personal reasons? Regards.",Other,Medium
PR-0211,When is the next semester result usually announced?,Result,Low
TCK-0033,"My profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office tomorrow morning. Please fix this urgently. Roll No: S22BBDATS7M8564",Profile Update,Critical
PR-1462,"Sir, i need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process?",Transcript,Medium
PR-0463,"Respected Sir/Madam, my professional profile still shows outdated information even though I updated it a couple of days ago, and a scholarship committee is reviewing my profile today.",Profile Update,High
PR-0366,"Sir, could you confirm the status of my scholarship application submitted almost two weeks ago? Awaiting your response.",Scholarship,Medium
PR-0009,I need an Enrollment Certificate for a scheme application; could this be issued at your earliest convenience? Awaiting your response.,Certificate / Verification,Medium
PR-0245,"Hi, how can employees generally check their leave balance? Kindly advise.",Employee Services,Low
PR-0822,Could a dark mode option be added to the profile page? It would be a nice addition. Regards.,Profile Update,Low
PR-0746,"Respected Sir/Madam, what is the usual format of the mid-term examination? Regards.",Examination,Low
PR-1116,"Respected Sir/Madam, our entire class's clearance requests have been frozen due to a system error, blocking all 154 of us from collecting our degrees before today's convocation. Kindly help.",Clearance,Critical
TCK-0148,My 3rd semester result is not showing on the portal since the declaration date has passed. Roll No: S22BMBA3M2790. Kindly update.,Result,Medium
PR-0269,"Hi, just wanted to confirm the standard leave application process for staff. Kindly advise.",Employee Services,Low
PR-0137,"I need an official letter of recommendation urgently for a scholarship application closing within 24 hours, and my department has not responded to my request from about a week ago. Thank you.",Other,High
PR-0714,"Sir, i updated my profile with my new degree information required for a job application deadline this week, but the changes are not being saved by the portal at all. Regards.",Profile Update,High
PR-1537,"The payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due by Friday for many staff members.",Employee Services,Critical
PR-1025,"My account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime.",Account & Login,Medium
PR-1094,"Dear concerned team, my department clearance is approved but the library clearance section still shows pending despite no outstanding books. Kindly help.",Clearance,Medium
PR-0591,I accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Kindly help.,Fee & Challan,Medium
PR-0480,"Sir, i have been awarded a compartment in Financial Accounting despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review today.",Examination,High
PR-0497,"The entire university portal has been completely down for all students and staff since last night, and by Friday is the deadline for semester registration with no announced extension. Kindly advise.",Portal Technical Issue,Critical
PR-0905,"Respected Sir/Madam, how can I get the developer pack using my student email, just curious if it's available? Kindly help.",Other,Low
PR-0098,"Dear concerned team, could you guide me on the process to apply for a semester leave of absence for personal reasons? Kindly help.",Other,Medium
PR-1370,"Respected Sir/Madam, my educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago. Kindly advise.",Profile Update,Medium
TCK-0064,Complaint regarding repeated delays in reply from the accounts office despite multiple emails sent over more than 20 days.,Complaint,Medium
PR-0762,I'd like to request re-generation of my degree fee challan as it was created under the wrong fee category. Kindly help.,Degree,Medium
PR-1360,"Respected Sir/Madam, the fee payment gateway on the portal is throwing a fatal error for every single student today, which is the last date for semester fee submission without penalty. Kindly help.",Portal Technical Issue,Critical
PR-1351,The projector in the the Scholarship Office lecture hall at Baghdad-ul-Jadeed Campus has not been working for a couple of weeks; could this be repaired? Thank you.,Infrastructure / Maintenance,Medium
TCK-0039,My uploaded documents keep failing to upload with a generic 'error' message on the portal. Roll No: F21BBDATS2M3847,Portal Technical Issue,Medium
TCK-0047,Is there a sports scholarship available for BS Mathematics students?,Scholarship,Low
TCK-0216,"Fee challan kaise generate karain portal per, please guide.",Fee & Challan,Low
PR-1437,"Hi, i need an official letter of recommendation urgently for a scholarship application closing by tomorrow morning, and my department has not responded to my request from about a week ago. Awaiting your response.",Other,High
PR-0165,"Sir, my admission application fee was paid but the status still shows 'Pending Payment' on the portal.",Admission,Medium
TCK-0385,"My repeat subject fee challan has not been generated even though the subject is showing on my result as failed, and course registration closes in two days. Roll No: S25BBSIT4M8242",Course Registration,High
TCK-0344,There is a spelling mistake in my name on my student email and portal record; my correct name is Yasir Mehmood. Kindly correct as soon as possible. Roll No: F21BMPHIL2M8619,Name Correction,Medium
PR-0593,"The fire alarm system across the entire Rahim Yar Khan Campus hostel block has stopped working, posing a serious safety risk to every resident student right now. Awaiting your response.",Infrastructure / Maintenance,Critical
PR-0417,"Respected Sir/Madam, i have a visa interview in two days and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Regards.",Employee Services,Critical
PR-0051,"My degree verification request from a foreign employer has been pending response for several weeks, and my job offer is contingent on it being completed by by tomorrow morning.",Certificate / Verification,High
PR-1548,"My admission abroad will be cancelled tomorrow unless my degree name matches my passport exactly, and the correction request has been pending for several weeks despite the urgency I flagged. Kindly advise.",Name Correction,Critical
PR-0015,"Respected Sir/Madam, my Turnitin account was blocked by mistake and despite raising a complaint about a week ago, it is still blocked, preventing me from submitting my assigned work due by tomorrow morning. Awaiting your response.",Account & Login,High
TCK-0209,I need my Enrollment Certificate for a scheme application. Kindly issue it as soon as possible. Roll No: S25BBECON6M3153,Certificate / Verification,Medium
PR-0189,"I updated my profile with my new degree information required for a job application deadline by tomorrow morning, but the changes are not being saved by the portal at all. Thank you.",Profile Update,High
PR-0950,I need my final transcript urgently as I am applying for a Master's program abroad and the application portal closes within 24 hours.,Transcript,High
PR-0415,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Economics start tomorrow.",Admission,High
PR-0337,Kindly note: Is there a student club focused on AI that I could join? Awaiting your response.,Other,Low
PR-0663,Kindly note: I forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Please look into this.,Account & Login,Medium
PR-0391,"Dear concerned team, how can I download my transcript from the student portal? Kindly help.",Transcript,Low
PR-0282,"My clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date in two days. Regards.",Clearance,High
TCK-0432,"Please give me my transcript with marks, thank you.",Transcript,Low
PR-0128,"My result shows an F grade in Operating Systems that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled by Friday. Kindly advise.",Result,High
TCK-0451,profile update submission is not working. profile update history is not showing any thing.,Portal Technical Issue,Medium
PR-0358,Kindly note: Could you correct my program preference on my admission application from BS Economics to LLB (5 Years)? Regards.,Admission,Medium
PR-0699,"Hi, the result declaration system crashed for the entire batch of 458 students just minutes before the scheduled announcement time, and everyone is waiting anxiously. Kindly advise.",Result,Critical
PR-0610,"Hi, our entire class's clearance requests have been frozen due to a system error, blocking all 182 of us from collecting our degrees before within 24 hours's convocation. Regards.",Clearance,Critical
PR-0253,"Dear concerned team, could you confirm receipt of the documents I submitted for my degree equivalence certification?",Certificate / Verification,Medium
PR-0820,"Respected Sir/Madam, by mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly?",Clearance,Medium
PR-1330,"Dear concerned team, i was declared eligible on the merit list for BS Computer Science but my admission fee challan is not generating, and today is the last date to pay and confirm my seat. Kindly help.",Admission,High
PR-1303,Kindly note: When do scholarship applications usually open for a new batch? Thank you.,Scholarship,Low
PR-0609,"Hi, i need my final transcript urgently as I am applying for a Master's program abroad and the application portal closes within 24 hours. Awaiting your response.",Transcript,High
PR-0445,"Sir, my admission offer will be automatically cancelled at midnight this week if I do not submit my documents, but the document upload portal is showing a server error for every applicant right now. Kindly help.",Admission,Critical
PR-0695,I forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Kindly help.,Account & Login,Medium
PR-0032,"None of the 185 students in our batch can log in to the portal since last night, and today is the final date for exam form submission with no extension announced. Kindly advise.",Account & Login,Critical
PR-0448,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Information Technology start by Friday. Awaiting your response.",Admission,High
PR-0428,"Hi, what is the normal degree processing time for BS Information Technology graduates?",Degree,Low
PR-0400,"Respected Sir/Madam, my login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due today.",Account & Login,High
PR-1409,"Respected Sir/Madam, do I need to visit in person for a name correction, or is there an online option available?",Name Correction,Low
TCK-0347,Just want to know the process to request an ID card replacement as an employee.,Employee Services,Low
PR-0264,"My registration hold has still not been cleared despite clearing all dues weeks ago, and this week is the absolute last day to register, after which I will lose the entire semester. Thank you.",Course Registration,Critical
PR-0897,"I paid my semester fee of Rs. 7,200 on about a week ago and the amount was deducted from my account, but the portal still shows the challan as unpaid, and the late fee deadline is this week.",Fee & Challan,High
PR-0368,"My account keeps logging me out automatically every few minutes, which is a bit inconvenient when filling out forms. Thank you.",Account & Login,Medium
TCK-0168,"My exam re-evaluation result has still not been updated for about a week, and my final semester GPA calculation, needed for a scholarship application this week, depends on it. Roll No: S25BBELEN2M7730",Examination,High
PR-0859,"Respected Sir/Madam, hEC verification of my scholarship documents is still pending after about a week, and my semester fee due date is by Friday. Regards.",Scholarship,High
TCK-0281,"My profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office tomorrow morning. Please fix this urgently. Roll No: S23BLLB2M9751",Profile Update,Critical
PR-1380,"My admission at a foreign university will be cancelled if I do not submit my original transcript by this week, and the transcript office has not responded to my repeated requests.",Transcript,Critical
TCK-0374,Kindly confirm the referencing style required for the thesis document.,Thesis,Low
PR-0534,By mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly?,Clearance,Medium
PR-1249,"My admission offer will be automatically cancelled at midnight by tomorrow morning if I do not submit my documents, but the document upload portal is showing a server error for every applicant right now.",Admission,Critical
PR-1438,"Respected Sir/Madam, my admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for LLB (5 Years) start tomorrow.",Admission,High
TCK-0270,"Respected Admin, ​I have accidentally generated a single fee voucher of Rs. 24,000 for two subjects of my 4th semester (Challan # 2627675818). ​I want to pay the fee for these subjects separately in two installments of Rs. 12,000 each. Therefore, I kindly request you to cancel/delete this current pending voucher from my portal so that I can generate separate vouchers for each subject. ​Thank you.",Fee & Challan,Medium
TCK-0295,"On LMS Dashboard profile My name is written as First Name: M Last Name: A please write full name there First Name: MUHAMMAD Last Name: AHSAN. i cannot edit it, kindly update the full name or enable profile/name edit option thankyou regards Muhammad Ahsan roll number S26BMEDS4E01005 PhD Media studies",Profile Update,Medium
