ticket_id,description,category,priority
PR-1223,"Sir, i would like to know how to request a change of campus from Rahim Yar Khan Campus to another campus. Thank you.",Other,Medium
PR-1224,"Sir, my scholarship was suddenly cancelled without any notice and I have no funds to pay today's fee deadline; if I don't pay today I will be dropped from the semester entirely. Regards.",Scholarship,Critical
PR-1225,"Sir, how can I download my transcript from the student portal? Regards.",Transcript,Low
PR-1226,"Dear concerned team, i have an F grade in Microbiology but the subject is not appearing in the Course Repeat section, and I cannot register for the upcoming semester which closes within 24 hours. Regards.",Course Registration,High
PR-1227,"Kindly note: My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Mathematics start by Friday.",Admission,High
PR-1228,"Sir, i am formally complaining about a delay of several weeks in processing my transcript request despite multiple follow-ups, and I now have a hard deadline in two days. Thank you.",Complaint,High
PR-1229,Kindly note: How can I apply for degree collection once it's ready? Kindly advise.,Degree,Low
PR-1230,"The fire alarm system across the entire Khanpur Campus hostel block has stopped working, posing a serious safety risk to every resident student right now. Please look into this.",Infrastructure / Maintenance,Critical
PR-1231,"Respected Sir/Madam, i have a visa interview this week and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week.",Employee Services,Critical
PR-1232,"Dear concerned team, the portal loads a little slowly on mobile sometimes; just wanted to mention it, not urgent. Please look into this.",Portal Technical Issue,Low
PR-1233,How can I change the spelling of my name on my student ID card? Kindly advise.,Name Correction,Low
PR-1234,"Dear concerned team, i would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Thank you.",Complaint,Medium
PR-1235,"Dear concerned team, my scholarship disbursement has been delayed by more than two months, and I need this amount to clear my semester fee challan before the due date within 24 hours, otherwise I risk being dropped. Awaiting your response.",Scholarship,High
PR-1236,"My account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being within 24 hours. Please look into this.",Account & Login,Critical
PR-1237,"Kindly note: I am formally complaining about a delay of more than two months in processing my clearance request despite multiple follow-ups, and I now have a hard deadline by Friday. Awaiting your response.",Complaint,High
PR-1238,"Is it possible to link two of my accounts together, or should I just keep using them separately? Thank you.",Account & Login,Low
PR-1239,"My embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued. Kindly advise.",Degree,Critical
PR-1240,I would like to get my 'Data Structures' exam paper rechecked as I believe there may be a marking error. Kindly advise.,Examination,Medium
PR-1241,"My account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Thank you.",Account & Login,Medium
PR-1242,"My visa application will be rejected if I do not submit a verified degree equivalence certificate by this week, and the verification office has stopped responding entirely. Regards.",Certificate / Verification,Critical
PR-1243,"Respected Sir/Madam, the main student database appears to be corrupted, and records for an entire batch of 429 students are showing blank or missing fields across every module. Thank you.",Portal Technical Issue,Critical
PR-1244,"Sir, i am filing an urgent complaint that despite an official refund approval of Rs. 9,600 on record, the accounts office has still not released the funds, and I cannot pay within 24 hours's non-negotiable admission deadline fee without it. Please look into this.",Complaint,Critical
PR-1245,"Sir, is there a way to change my profile picture on the portal, just curious about the option? Kindly help.",Profile Update,Low
PR-1246,"My credit transfer approval, required tomorrow to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week. Kindly help.",Other,Critical
PR-1247,"Hi, could you confirm the status of my scholarship application submitted about a week ago? Regards.",Scholarship,Medium
PR-1248,When do scholarship applications usually open for a new batch? Kindly advise.,Scholarship,Low
PR-1249,"My admission offer will be automatically cancelled at midnight by tomorrow morning if I do not submit my documents, but the document upload portal is showing a server error for every applicant right now.",Admission,Critical
PR-1250,"Dear concerned team, my thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is by tomorrow morning. Awaiting your response.",Thesis,High
PR-1251,Kindly note: How can employees generally check their leave balance? Awaiting your response.,Employee Services,Low
PR-1252,"Could you tell me the general process to change the username linked to my profile, no rush on this? Thank you.",Account & Login,Low
PR-1253,"Hi, what is the recommended word count for a thesis final draft?",Thesis,Low
PR-1254,"Kindly note: I paid my semester fee of Rs. 31,000 on over a week ago and the amount was deducted from my account, but the portal still shows the challan as unpaid, and the late fee deadline is within 24 hours.",Fee & Challan,High
PR-1255,"Sir, is it possible to link two of my accounts together, or should I just keep using them separately? Kindly advise.",Account & Login,Low
PR-1256,"A major water leakage has flooded part of the server room at Bahawalpur City Campus, threatening to permanently damage critical IT infrastructure for the whole university.",Infrastructure / Maintenance,Critical
PR-1257,"Kindly note: Could you tell me the general process to change the username linked to my profile, no rush on this?",Account & Login,Low
PR-1258,I have a supply in Operating Systems but the Course Repeat option does not show this subject; could it be enabled? Kindly help.,Course Registration,Medium
PR-1259,"Kindly note: I paid my urgent degree processing fee of Rs. 16,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is by tomorrow morning. Kindly help.",Fee & Challan,Critical
PR-1260,"How can I get the developer pack using my student email, just curious if it's available?",Other,Low
PR-1261,"Dear concerned team, i need an Enrollment Certificate for a scheme application; could this be issued at your earliest convenience? Thank you.",Certificate / Verification,Medium
PR-1262,"My HEC attestation appointment is tomorrow and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us. Regards.",Certificate / Verification,Critical
PR-1263,"Respected Sir/Madam, my thesis defense is this week and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend.",Thesis,Critical
PR-1264,"Sir, course registration closes at midnight this week and the registration module has been throwing an error for every single student in my batch since this morning. Please look into this.",Course Registration,Critical
PR-1265,"Hi, several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases. Please look into this.",Portal Technical Issue,Critical
PR-1266,Just wanted to confirm the standard leave application process for staff. Regards.,Employee Services,Low
PR-1267,"Could you update my thesis supervisor's details on the portal, as they were assigned about a week ago but not reflected yet? Please look into this.",Thesis,Medium
PR-1268,"Dear concerned team, just wanted to confirm the general thesis submission format guidelines.",Thesis,Low
PR-1269,"Hi, a major water leakage has flooded part of the server room at Rahim Yar Khan Campus, threatening to permanently damage critical IT infrastructure for the whole university. Awaiting your response.",Infrastructure / Maintenance,Critical
PR-1270,"Respected Sir/Madam, the Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked? Regards.",Infrastructure / Maintenance,Medium
PR-1271,"Dear concerned team, could a water cooler be installed near the Directorate of Academics? Just a small suggestion. Please look into this.",Infrastructure / Maintenance,Low
PR-1272,The Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked?,Infrastructure / Maintenance,Medium
PR-1273,"Kindly note: My profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office by Friday, and I cannot correct it myself. Kindly help.",Profile Update,Critical
PR-1274,"The elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of tomorrow's exam.",Infrastructure / Maintenance,High
PR-1275,"My name correction request has been pending for over a month, and it is now blocking my degree printing needed before in two days.",Name Correction,High
PR-1276,"My professional profile still shows outdated information even though I updated it a couple of days ago, and a scholarship committee is reviewing my profile today.",Profile Update,High
PR-1277,Where can I go to check which email is currently registered against my account?,Account & Login,Low
PR-1278,"Respected Sir/Madam, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Thank you.",Account & Login,Medium
PR-1279,"Dear concerned team, the main student database appears to be corrupted, and records for an entire batch of 309 students are showing blank or missing fields across every module. Awaiting your response.",Portal Technical Issue,Critical
PR-1280,"Kindly note: There is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention by tomorrow morning. Kindly help.",Other,Critical
PR-1281,What is the eligibility criteria for the merit-based scholarship? Please look into this.,Scholarship,Low
PR-1282,My 5th semester result is not showing on the portal even though the declaration date has passed. Please look into this.,Result,Medium
PR-1283,"My admission offer will be automatically cancelled at midnight tomorrow if I do not submit my documents, but the document upload portal is showing a server error for every applicant right now. Kindly help.",Admission,Critical
PR-1284,"Respected Sir/Madam, could you confirm the status of my scholarship application submitted about a week ago?",Scholarship,Medium
PR-1285,"I have a visa interview within 24 hours and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week.",Employee Services,Critical
PR-1286,"My account has been completely locked for almost two weeks after a failed password reset, and I am unable to submit my thesis-related forms before the deadline within 24 hours. Thank you.",Account & Login,High
PR-1287,"Could you update my bank account details in the payroll system, as my old account has been closed?",Employee Services,Medium
PR-1288,"Kindly note: My scholarship-covered fee challan is still showing unpaid even though the scholarship office confirmed disbursement about a week ago, and a late fee surcharge starts by tomorrow morning. Awaiting your response.",Fee & Challan,High
PR-1289,"Dear concerned team, my registered course list is missing one elective that I selected during registration week; could this be added back? Thank you.",Course Registration,Medium
PR-1290,"Hi, my degree verification request from a foreign employer has been pending response for nearly two months, and my job offer is contingent on it being completed by in two days.",Certificate / Verification,High
PR-1291,"Dear concerned team, do I need to visit in person for a name correction, or is there an online option available? Awaiting your response.",Name Correction,Low
PR-1292,"I paid my urgent degree processing fee of Rs. 31,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is tomorrow.",Fee & Challan,Critical
PR-1293,"My transcript request submitted almost two weeks ago is still pending, and I would like an update on the expected completion date. Thank you.",Transcript,Medium
PR-1294,"Dear concerned team, what is the usual format of the mid-term examination? Please look into this.",Examination,Low
PR-1295,"Could you tell me the general process to change the username linked to my profile, no rush on this?",Account & Login,Low
PR-1296,What is the usual turnaround time for certificate issuance? Kindly advise.,Certificate / Verification,Low
PR-1297,"The payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due tomorrow for many staff members.",Employee Services,Critical
PR-1298,"Hi, my Directorate of Academics clearance has been pending for over a month even though my other clearances were completed long ago, and I need my final transcript for a job that starts this week. Please look into this.",Clearance,High
PR-1299,"Respected Sir/Madam, one of my course results is missing from my transcript page while the rest are showing correctly. Please look into this.",Result,Medium
PR-1300,"Dear concerned team, just wanted to confirm the general examination fee amount for this term. Awaiting your response.",Examination,Low
PR-1301,"Sir, could you guide me on the process to apply for a semester leave of absence for personal reasons? Kindly help.",Other,Medium
PR-1302,"Hi, my embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued.",Degree,Critical
PR-1303,Kindly note: When do scholarship applications usually open for a new batch? Thank you.,Scholarship,Low
PR-1304,"My name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline by Friday.",Name Correction,High
PR-1305,Kindly note: I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Thank you.,Thesis,Medium
PR-1306,"Sir, i would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue.",Complaint,Medium
PR-1307,Is there a student club focused on AI that I could join? Regards.,Other,Low
PR-1308,"My thesis submission is blocked on the portal due to a missing field error, and my defense is scheduled this week.",Thesis,High
PR-1309,"Dear concerned team, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office by Friday, and I cannot correct it myself. Thank you.",Profile Update,Critical
PR-1310,"Kindly note: I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Kindly advise.",Account & Login,Medium
PR-1311,"Hi, how can I request a bonafide certificate in general, just for future reference? Regards.",Certificate / Verification,Low
PR-1312,"The main student database appears to be corrupted, and records for an entire batch of 234 students are showing blank or missing fields across every module. Awaiting your response.",Portal Technical Issue,Critical
PR-1313,"Dear concerned team, my embassy visa interview is scheduled for the day after tomorrow and they require my original degree as mandatory proof, which has still not been issued. Please look into this.",Degree,Critical
PR-1314,"How can I request a bonafide certificate in general, just for future reference? Kindly advise.",Certificate / Verification,Low
PR-1315,I am unable to update my biography and professional links on my profile page; the save button does not seem to work. Kindly help.,Profile Update,Medium
PR-1316,"My scholarship disbursement has been delayed by more than two months, and I need this amount to clear my semester fee challan before the due date by tomorrow morning, otherwise I risk being dropped. Kindly help.",Scholarship,High
PR-1317,I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error.,Thesis,Medium
PR-1318,"Respected Sir/Madam, the profile update system has been completely inaccessible for the entire batch for two days, and our internship documents due within 24 hours require an updated profile printout.",Profile Update,Critical
PR-1319,"Dear concerned team, a major water leakage has flooded part of the server room at Rahim Yar Khan Campus, threatening to permanently damage critical IT infrastructure for the whole university. Kindly advise.",Infrastructure / Maintenance,Critical
PR-1320,Kindly note: What is the recommended word count for a thesis final draft? Thank you.,Thesis,Low
PR-1321,"Respected Sir/Madam, what is the eligibility criteria for the merit-based scholarship? Kindly advise.",Scholarship,Low
PR-1322,I would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Thank you.,Complaint,Medium
PR-1323,"Hi, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Please look into this.",Account & Login,Medium
PR-1324,"I am filing an urgent complaint that despite an official refund approval of Rs. 7,200 on record, the accounts office has still not released the funds, and I cannot pay tomorrow's non-negotiable admission deadline fee without it.",Complaint,Critical
PR-1325,"I need an official letter of recommendation urgently for a scholarship application closing this week, and my department has not responded to my request from a couple of days ago. Thank you.",Other,High
PR-1326,I would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Kindly help.,Complaint,Medium
PR-1327,I am unable to update my biography and professional links on my profile page; the save button does not seem to work.,Profile Update,Medium
PR-1328,"Hi, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline by Friday.",Name Correction,High
PR-1329,What is the recommended word count for a thesis final draft? Please look into this.,Thesis,Low
PR-1330,"Dear concerned team, i was declared eligible on the merit list for BS Computer Science but my admission fee challan is not generating, and today is the last date to pay and confirm my seat. Kindly help.",Admission,High
PR-1331,"My salary has not been credited for a couple of days despite my department confirming approval, and I need this urgently to cover overdue expenses due this week. Awaiting your response.",Employee Services,High
PR-1332,"Just a minor suggestion: the response templates could be a bit more personalized, nothing urgent.",Complaint,Low
PR-1333,"Respected Sir/Madam, the Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked? Please look into this.",Infrastructure / Maintenance,Medium
PR-1334,My 4th semester result is not showing on the portal even though the declaration date has passed. Please look into this.,Result,Medium
PR-1335,"Respected Sir/Madam, i need an official letter of recommendation urgently for a scholarship application closing tomorrow, and my department has not responded to my request from over a week ago. Please look into this.",Other,High
PR-1336,"Sir, my admission application fee was paid but the status still shows 'Pending Payment' on the portal. Thank you.",Admission,Medium
PR-1337,"The examination portal has completely gone down while the final exam is currently being conducted live for hundreds of students, and no backup arrangement has been announced. Awaiting your response.",Examination,Critical
PR-1338,"Respected Sir/Madam, my examination is scheduled to start in less than an hour and the admit card generation system has been down for our entire session since early this morning. Awaiting your response.",Examination,Critical
PR-1339,"Hi, my examination admit card is missing and my paper is scheduled for by Friday; without it I may not be allowed to sit the exam.",Examination,High
PR-1340,"Sir, i am unable to update my biography and professional links on my profile page; the save button does not seem to work.",Profile Update,Medium
PR-1341,"I updated my profile with my new degree information required for a job application deadline this week, but the changes are not being saved by the portal at all.",Profile Update,High
PR-1342,"A major water leakage has flooded part of the server room at Rahim Yar Khan Campus, threatening to permanently damage critical IT infrastructure for the whole university. Thank you.",Infrastructure / Maintenance,Critical
PR-1343,"Hi, how many credit hours can I generally register for in a normal semester? Please look into this.",Course Registration,Low
PR-1344,"My transcript request submitted about a week ago is still pending, and I would like an update on the expected completion date.",Transcript,Medium
PR-1345,"The fee payment gateway on the portal is throwing a fatal error for every single student today, which is the last date for semester fee submission without penalty. Regards.",Portal Technical Issue,Critical
PR-1346,"Respected Sir/Madam, my credit transfer approval, required by tomorrow morning to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week.",Other,Critical
PR-1347,"Sir, how do I log out of the portal properly on a shared computer? Awaiting your response.",Account & Login,Low
PR-1348,Kindly note: I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Kindly help.,Complaint,Medium
PR-1349,How can I download my transcript from the student portal?,Transcript,Low
PR-1350,"Hi, how can employees generally check their leave balance?",Employee Services,Low
PR-1351,The projector in the the Scholarship Office lecture hall at Baghdad-ul-Jadeed Campus has not been working for a couple of weeks; could this be repaired? Thank you.,Infrastructure / Maintenance,Medium
PR-1352,"Dear concerned team, the elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of tomorrow's exam.",Infrastructure / Maintenance,High
PR-1353,"I keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being by tomorrow morning. Please look into this.",Account & Login,High
PR-1354,"Dear concerned team, do I need to visit in person for a name correction, or is there an online option available?",Name Correction,Low
PR-1355,"Hi, today is the absolute last date for admission fee submission for BS Software Engineering, and the online payment gateway has been down since this morning for every single applicant on the merit list. Kindly help.",Admission,Critical
PR-1356,"Sir, i paid my urgent degree processing fee of Rs. 18,750 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is within 24 hours. Kindly advise.",Fee & Challan,Critical
PR-1357,I would like to know how to request a change of campus from Khanpur Campus to another campus. Regards.,Other,Medium
PR-1358,"Respected Sir/Madam, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office by Friday, and I cannot correct it myself. Regards.",Profile Update,Critical
PR-1359,"Hi, the fee voucher module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due by Friday. Please look into this.",Portal Technical Issue,High
PR-1360,"Respected Sir/Madam, the fee payment gateway on the portal is throwing a fatal error for every single student today, which is the last date for semester fee submission without penalty. Kindly help.",Portal Technical Issue,Critical
PR-1361,"The result declaration system crashed for the entire batch of 540 students just minutes before the scheduled announcement time, and everyone is waiting anxiously. Awaiting your response.",Result,Critical
PR-1362,"Dear concerned team, my transcript request has been pending for over a week despite the fee being paid, and I need it for a scholarship submission in two days.",Transcript,High
PR-1363,"My account has been completely locked for a couple of days after a failed password reset, and I am unable to submit my thesis-related forms before the deadline within 24 hours.",Account & Login,High
PR-1364,"Dear concerned team, the paint on a corridor wall near the library is a little worn, just reporting it, not urgent at all. Kindly advise.",Infrastructure / Maintenance,Low
PR-1365,"Hi, what is the eligibility criteria for the merit-based scholarship? Kindly help.",Scholarship,Low
PR-1366,"Dear concerned team, how can I generate a new fee challan for the semester? Please look into this.",Fee & Challan,Low
PR-1367,"Hi, what is the eligibility criteria for the merit-based scholarship? Thank you.",Scholarship,Low
PR-1368,Is there a student club focused on photography that I could join?,Other,Low
PR-1369,The Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked? Kindly help.,Infrastructure / Maintenance,Medium
PR-1370,"Respected Sir/Madam, my educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago. Kindly advise.",Profile Update,Medium
PR-1371,"Respected Sir/Madam, how do I log out of the portal properly on a shared computer? Kindly help.",Account & Login,Low
PR-1372,"Hi, i updated my profile with my new degree information required for a job application deadline this week, but the changes are not being saved by the portal at all. Please look into this.",Profile Update,High
PR-1373,"Respected Sir/Madam, it has been several months since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start this week. Awaiting your response.",Degree,High
PR-1374,How many credit hours can I generally register for in a normal semester? Thank you.,Course Registration,Low
PR-1375,"Dear concerned team, i have a supply in English Composition but the Course Repeat option does not show this subject; could it be enabled? Please look into this.",Course Registration,Medium
PR-1376,"Sir, the fire alarm system across the entire Khanpur Campus hostel block has stopped working, posing a serious safety risk to every resident student right now.",Infrastructure / Maintenance,Critical
PR-1377,"Do I need to visit in person for a name correction, or is there an online option available? Kindly advise.",Name Correction,Low
PR-1378,"The result module of the portal has been throwing a server error for over a week, and I cannot proceed with a task due tomorrow. Regards.",Portal Technical Issue,High
PR-1379,"Dear concerned team, my comprehensive exam date is missing from my record; could this be updated so I can proceed with the next steps?",Examination,Medium
PR-1380,"My admission at a foreign university will be cancelled if I do not submit my original transcript by this week, and the transcript office has not responded to my repeated requests.",Transcript,Critical
PR-1381,Kindly note: I need my final transcript urgently as I am applying for a Master's program abroad and the application portal closes by tomorrow morning. Thank you.,Transcript,High
PR-1382,"Could you update my thesis supervisor's details on the portal, as they were assigned almost two weeks ago but not reflected yet? Regards.",Thesis,Medium
PR-1383,"Sir, the notification bell on my dashboard shows a count but clicking it does not open any notifications.",Portal Technical Issue,Medium
PR-1384,"Several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases.",Portal Technical Issue,Critical
PR-1385,"Dear concerned team, my admission at a foreign university will be cancelled if I do not submit my original transcript by within 24 hours, and the transcript office has not responded to my repeated requests.",Transcript,Critical
PR-1386,"Dear concerned team, my transcript request submitted over a week ago is still pending, and I would like an update on the expected completion date. Kindly help.",Transcript,Medium
PR-1387,"Sir, could a dark mode option be added to the profile page? It would be a nice addition.",Profile Update,Low
PR-1388,"Respected Sir/Madam, is there a mobile app version of the portal available, just curious? Awaiting your response.",Portal Technical Issue,Low
PR-1389,What is the recommended word count for a thesis final draft? Awaiting your response.,Thesis,Low
PR-1390,"Respected Sir/Madam, i paid my semester fee of Rs. 16,000 on about a week ago and the amount was deducted from my account, but the portal still shows the challan as unpaid, and the late fee deadline is today. Kindly advise.",Fee & Challan,High
PR-1391,Kindly note: My 5th semester result is not showing on the portal even though the declaration date has passed. Awaiting your response.,Result,Medium
PR-1392,"Dear concerned team, is there a way to change my profile picture on the portal, just curious about the option? Thank you.",Profile Update,Low
PR-1393,"My clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date within 24 hours.",Clearance,High
PR-1394,What is the admission fee structure for BS Computer Science? Please look into this.,Admission,Low
PR-1395,"Sir, the fire alarm system across the entire Khanpur Campus hostel block has stopped working, posing a serious safety risk to every resident student right now. Thank you.",Infrastructure / Maintenance,Critical
PR-1396,How can I change the spelling of my name on my student ID card? Kindly help.,Name Correction,Low
PR-1397,"Do I need to visit in person for a name correction, or is there an online option available?",Name Correction,Low
PR-1398,"Sir, my credit transfer approval, required by Friday to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week. Thank you.",Other,Critical
PR-1399,"I keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being by Friday. Kindly help.",Account & Login,High
PR-1400,"Hi, my contract renewal has not been processed and my current contract expires by Friday, putting my continued employment at risk.",Employee Services,High
PR-1401,"Kindly note: Do I need to visit in person for a name correction, or is there an online option available? Regards.",Name Correction,Low
PR-1402,"My admission at a foreign university will be cancelled if I do not submit my original transcript by today, and the transcript office has not responded to my repeated requests. Kindly help.",Transcript,Critical
PR-1403,"My HEC degree attestation application has been stuck pending university verification for almost two weeks, and my attestation appointment is by Friday. Thank you.",Certificate / Verification,High
PR-1404,"Hi, i need my final transcript urgently as I am applying for a Master's program abroad and the application portal closes today.",Transcript,High
PR-1405,Just wanted to confirm the general examination fee amount for this term. Kindly advise.,Examination,Low
PR-1406,"I am formally complaining about a delay of several months in processing my transcript request despite multiple follow-ups, and I now have a hard deadline within 24 hours. Kindly advise.",Complaint,High
PR-1407,"My credit transfer approval, required within 24 hours to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week. Please look into this.",Other,Critical
PR-1408,"Sir, could you correct my program preference on my admission application from BS Economics to BS Data Science? Thank you.",Admission,Medium
PR-1409,"Respected Sir/Madam, do I need to visit in person for a name correction, or is there an online option available?",Name Correction,Low
PR-1410,"Respected Sir/Madam, is fee payable through mobile wallets or only through bank challan? Thank you.",Fee & Challan,Low
PR-1411,"Hi, what is the normal degree processing time for PhD Management Sciences graduates?",Degree,Low
PR-1412,"Respected Sir/Madam, is it possible to link two of my accounts together, or should I just keep using them separately? Awaiting your response.",Account & Login,Low
PR-1413,"Hi, what is the recommended word count for a thesis final draft? Kindly advise.",Thesis,Low
PR-1414,"Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date in two days. Regards.",Complaint,High
PR-1415,"My name correction request has been pending for more than two months, and it is now blocking my degree printing needed before by tomorrow morning. Regards.",Name Correction,High
PR-1416,"I have a visa interview in two days and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Please look into this.",Employee Services,Critical
PR-1417,Kindly note: When is the next semester result usually announced? Kindly help.,Result,Low
PR-1418,"Respected Sir/Madam, is there a way to change my profile picture on the portal, just curious about the option? Awaiting your response.",Profile Update,Low
PR-1419,"Dear concerned team, my degree application shows 'Submitted' status even though I paid the challan a couple of days ago, and I would like to know if this is normal processing time.",Degree,Medium
PR-1420,"Hi, my account has been completely locked for over a week after a failed password reset, and I am unable to submit my thesis-related forms before the deadline today. Awaiting your response.",Account & Login,High
PR-1421,"Kindly note: I was awarded the scholarship shown on my portal, but I have not received any update on the disbursement schedule yet. Regards.",Scholarship,Medium
PR-1422,"My Directorate of Academics clearance has been pending for more than two months even though my other clearances were completed long ago, and I need my final transcript for a job that starts in two days.",Clearance,High
PR-1423,Kindly note: My examination is scheduled to start in less than an hour and the admit card generation system has been down for our entire session since early this morning. Awaiting your response.,Examination,Critical
PR-1424,"Respected Sir/Madam, i have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Please look into this.",Thesis,Medium
PR-1425,"Respected Sir/Madam, my middle name is missing from my official university record though it appears correctly on my CNIC. Awaiting your response.",Name Correction,Medium
PR-1426,"Kindly note: I have an F grade in Database Systems but the subject is not appearing in the Course Repeat section, and I cannot register for the upcoming semester which closes by tomorrow morning. Thank you.",Course Registration,High
PR-1427,"Respected Sir/Madam, could you tell me the general process to change the username linked to my profile, no rush on this? Thank you.",Account & Login,Low
PR-1428,"Hi, i keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being by tomorrow morning.",Account & Login,High
PR-1429,Kindly note: How can employees generally check their leave balance? Please look into this.,Employee Services,Low
PR-1430,"Kindly note: The profile update system has been completely inaccessible for the entire batch for two days, and our internship documents due this week require an updated profile printout. Thank you.",Profile Update,Critical
PR-1431,"My clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date tomorrow. Awaiting your response.",Clearance,High
PR-1432,"Dear concerned team, i accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Kindly advise.",Fee & Challan,Medium
PR-1433,Could you confirm the status of my scholarship application submitted about a week ago? Thank you.,Scholarship,Medium
PR-1434,"Respected Sir/Madam, my admission abroad will be cancelled in two days unless my degree name matches my passport exactly, and the correction request has been pending for several months despite the urgency I flagged. Awaiting your response.",Name Correction,Critical
PR-1435,"Sir, could you confirm the status of my scholarship application submitted over a week ago? Please look into this.",Scholarship,Medium
PR-1436,"Respected Sir/Madam, just wanted to confirm the general thesis submission format guidelines.",Thesis,Low
PR-1437,"Hi, i need an official letter of recommendation urgently for a scholarship application closing by tomorrow morning, and my department has not responded to my request from about a week ago. Awaiting your response.",Other,High
PR-1438,"Respected Sir/Madam, my admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for LLB (5 Years) start tomorrow.",Admission,High
PR-1439,"Dear concerned team, how do I log out of the portal properly on a shared computer? Thank you.",Account & Login,Low
PR-1440,"My result shows an F grade in Computer Architecture that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled this week.",Result,High
PR-1441,"Sir, my repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes today. Regards.",Course Registration,High
PR-1442,"Dear concerned team, could you tell me the general process to change the username linked to my profile, no rush on this? Regards.",Account & Login,Low
PR-1443,"The entire university portal has been completely down for all students and staff since last night, and tomorrow is the deadline for semester registration with no announced extension. Please look into this.",Portal Technical Issue,Critical
PR-1444,"The clearance module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due within 24 hours.",Portal Technical Issue,High
PR-1445,Kindly note: How long does the clearance approval usually take on average? Thank you.,Clearance,Low
PR-1446,"My scholarship-covered fee challan is still showing unpaid even though the scholarship office confirmed disbursement over a week ago, and a late fee surcharge starts by tomorrow morning. Regards.",Fee & Challan,High
PR-1447,"Is there a way to change my profile picture on the portal, just curious about the option? Awaiting your response.",Profile Update,Low
PR-1448,"Kindly note: The portal keeps logging me into an authentication error whenever I try to access my dashboard, and I have a form to submit before tomorrow.",Portal Technical Issue,High
